,height,weight,bmi_label,predict
1654,0.72,0.8375,fat,fat
1655,0.875,0.7875,normal,normal
1656,0.725,0.55,normal,normal
1657,0.9,0.575,thin,thin
1658,0.755,0.95,fat,fat
1659,0.85,0.45,thin,thin
1660,0.765,0.95,fat,fat
1661,0.97,0.8375,thin,thin
1662,0.83,0.575,thin,thin
1663,0.975,0.9,normal,normal
1664,0.62,0.8625,fat,fat
1665,0.815,0.45,thin,thin
1666,0.79,0.5,thin,thin
1667,0.91,0.775,normal,normal
1668,0.825,0.9,fat,fat
1669,0.965,0.475,thin,thin
1670,0.7,0.8375,fat,fat
1671,0.815,0.9375,fat,fat
1672,0.635,0.775,fat,fat
1673,0.695,0.8125,fat,fat
1674,0.64,0.9375,fat,fat
1675,0.71,0.45,thin,thin
1676,1.0,0.6625,thin,thin
1677,0.805,0.8,normal,normal
1678,0.865,0.825,normal,normal
1679,0.825,0.55,thin,thin
1680,0.615,0.525,fat,fat
1681,0.965,0.625,thin,thin
1682,0.995,0.65,thin,thin
1683,0.915,0.45,thin,thin
1684,0.895,0.975,normal,normal
1685,0.82,0.9125,fat,fat
1686,0.62,0.8375,fat,fat
1687,0.865,0.975,fat,fat
1688,0.785,0.775,fat,fat
1689,0.615,0.875,fat,fat
1690,0.845,0.9625,fat,fat
1691,0.655,0.575,fat,fat
1692,0.625,0.5625,fat,fat
1693,0.85,0.6125,thin,thin
1694,0.925,0.575,thin,thin
1695,0.88,0.7,thin,thin
1696,0.785,0.9875,fat,fat
1697,0.91,0.7875,normal,normal
1698,0.755,0.6,normal,normal
1699,0.74,0.4625,thin,thin
1700,0.95,0.4375,thin,thin
1701,0.86,0.65,thin,thin
1702,0.64,0.4625,normal,normal
1703,0.895,0.9,normal,normal
1704,0.715,0.7,fat,fat
1705,0.675,0.5375,normal,normal
1706,0.805,0.625,normal,normal
1707,0.655,0.75,fat,fat
1708,0.975,0.8,thin,thin
1709,0.855,0.85,normal,normal
1710,0.785,0.9375,fat,fat
1711,0.645,0.8,fat,fat
1712,0.955,0.7875,thin,thin
1713,0.78,0.5875,normal,normal
1714,0.965,0.9,normal,normal
1715,0.805,0.8125,fat,fat
1716,0.79,0.9625,fat,fat
1717,0.84,0.95,fat,fat
1718,0.605,0.75,fat,fat
1719,0.865,0.4875,thin,thin
1720,0.865,0.8,normal,normal
1721,0.655,0.6,fat,fat
1722,0.84,0.4625,thin,thin
1723,0.69,0.8375,fat,fat
1724,1.0,0.4375,thin,thin
1725,0.84,0.675,normal,normal
1726,0.885,0.575,thin,thin
1727,0.605,0.4625,fat,normal
1728,0.63,0.6375,fat,fat
1729,0.955,0.5,thin,thin
1730,0.8,0.4375,thin,thin
1731,0.825,0.575,thin,thin
1732,0.855,0.7875,normal,normal
1733,0.86,0.45,thin,thin
1734,0.885,0.4375,thin,thin
1735,0.69,0.75,fat,fat
1736,0.825,0.6375,normal,normal
1737,0.825,0.65,normal,normal
1738,0.73,0.575,normal,normal
1739,0.62,0.5,fat,fat
1740,0.935,0.7625,thin,thin
1741,0.655,0.7625,fat,fat
1742,0.985,0.5125,thin,thin
1743,0.66,0.725,fat,fat
1744,0.69,0.85,fat,fat
1745,0.885,0.7375,normal,normal
1746,0.775,0.7,normal,normal
1747,0.955,0.6375,thin,thin
1748,0.705,0.45,thin,thin
1749,0.66,0.95,fat,fat
1750,0.88,0.7125,thin,thin
1751,0.775,0.8875,fat,fat
1752,0.695,1.0,fat,fat
1753,0.845,0.8125,normal,normal
1754,0.65,0.9,fat,fat
1755,0.665,0.525,normal,normal
1756,0.695,0.9,fat,fat
1757,0.62,0.475,normal,normal
1758,0.665,0.8,fat,fat
1759,0.885,0.675,thin,thin
1760,0.765,0.9125,fat,fat
1761,0.81,0.7875,normal,normal
1762,0.73,0.475,thin,thin
1763,0.67,0.675,fat,fat
1764,0.7,0.925,fat,fat
1765,0.99,0.6125,thin,thin
1766,0.72,0.475,thin,thin
1767,0.685,0.45,normal,normal
1768,0.995,0.5625,thin,thin
1769,0.97,0.75,thin,thin
1770,0.75,0.7625,fat,fat
1771,0.98,0.6125,thin,thin
1772,0.96,0.525,thin,thin
1773,0.655,0.8875,fat,fat
1774,0.845,0.6625,normal,thin
1775,0.675,0.6875,fat,fat
1776,0.89,0.45,thin,thin
1777,0.76,0.8,fat,fat
1778,0.87,0.5125,thin,thin
1779,0.71,0.45,thin,thin
1780,0.91,0.7375,thin,thin
1781,0.86,0.4375,thin,thin
1782,0.705,0.8125,fat,fat
1783,0.985,0.875,thin,normal
1784,0.815,0.625,normal,normal
1785,0.635,0.7375,fat,fat
1786,0.985,0.7875,thin,thin
1787,0.61,0.8125,fat,fat
1788,0.73,0.6,normal,normal
1789,0.885,0.9,normal,normal
1790,0.905,0.7125,thin,thin
1791,0.945,0.7875,thin,thin
1792,0.74,0.5,thin,thin
1793,0.675,0.625,fat,fat
1794,0.985,0.925,normal,normal
1795,0.775,0.725,normal,normal
1796,0.685,0.65,fat,fat
1797,0.6,0.65,fat,fat
1798,0.625,0.725,fat,fat
1799,0.69,0.4875,normal,normal
1800,0.82,0.575,thin,thin
1801,0.9,0.75,normal,normal
1802,0.72,0.5375,normal,normal
1803,0.66,0.4625,normal,normal
1804,0.875,0.7,thin,thin
1805,0.865,0.5625,thin,thin
1806,0.78,0.6875,normal,normal
1807,0.86,0.6375,thin,thin
1808,0.925,0.6375,thin,thin
1809,0.625,0.575,fat,fat
1810,0.77,0.925,fat,fat
1811,0.93,0.9875,normal,normal
1812,0.75,0.7375,fat,fat
1813,0.775,0.8125,fat,fat
1814,0.725,0.775,fat,fat
1815,0.785,0.5375,thin,thin
1816,0.885,0.6375,thin,thin
1817,0.655,1.0,fat,fat
1818,0.98,0.4375,thin,thin
1819,0.64,0.95,fat,fat
1820,0.69,0.8125,fat,fat
1821,0.64,0.45,normal,normal
1822,0.735,0.6625,normal,normal
1823,0.82,0.65,normal,normal
1824,0.87,0.9875,fat,fat
1825,0.89,0.7375,normal,normal
1826,0.615,0.525,fat,fat
1827,0.775,0.7,normal,normal
1828,0.65,0.525,normal,normal
1829,0.72,1.0,fat,fat
1830,0.605,0.975,fat,fat
1831,0.84,0.7625,normal,normal
1832,0.645,0.7125,fat,fat
1833,0.75,0.6625,normal,normal
1834,0.91,0.5375,thin,thin
1835,0.745,0.4875,thin,thin
1836,0.945,0.75,thin,thin
1837,0.615,0.5875,fat,fat
1838,0.615,0.8125,fat,fat
1839,0.795,0.625,normal,normal
1840,0.79,0.475,thin,thin
1841,0.93,0.775,thin,thin
1842,0.84,0.9125,fat,fat
1843,0.745,0.675,normal,normal
1844,0.775,0.95,fat,fat
1845,0.845,0.6125,thin,thin
1846,0.735,0.7,fat,fat
1847,0.63,0.55,fat,fat
1848,0.89,1.0,fat,fat
1849,0.77,1.0,fat,fat
1850,0.62,1.0,fat,fat
1851,0.825,0.65,normal,normal
1852,0.9,0.575,thin,thin
1853,0.62,0.975,fat,fat
1854,0.94,0.6875,thin,thin
1855,0.99,0.7,thin,thin
1856,0.845,0.4875,thin,thin
1857,0.755,0.825,fat,fat
1858,0.67,0.45,normal,normal
1859,0.68,0.5375,normal,normal
1860,0.85,0.675,normal,normal
1861,0.85,0.45,thin,thin
1862,0.82,0.4625,thin,thin
1863,0.835,0.6875,normal,normal
1864,0.76,0.6375,normal,normal
1865,0.64,0.975,fat,fat
1866,0.63,0.6875,fat,fat
1867,0.735,0.675,normal,normal
1868,0.95,0.9375,normal,normal
1869,0.79,0.975,fat,fat
1870,0.93,0.9875,normal,normal
1871,0.61,1.0,fat,fat
1872,0.855,0.875,normal,normal
1873,0.86,0.5,thin,thin
1874,0.99,0.5375,thin,thin
1875,0.74,0.55,normal,normal
1876,0.82,0.475,thin,thin
1877,0.9,0.4375,thin,thin
1878,0.82,0.7375,normal,normal
1879,0.885,0.8,normal,normal
1880,0.83,0.7875,normal,normal
1881,0.785,0.725,normal,normal
1882,0.705,0.45,thin,thin
1883,0.655,0.45,normal,normal
1884,0.815,0.575,thin,thin
1885,0.755,1.0,fat,fat
1886,0.835,0.5625,thin,thin
1887,0.64,0.875,fat,fat
1888,0.75,0.7,normal,normal
1889,0.685,0.95,fat,fat
1890,0.855,0.65,thin,thin
1891,0.905,0.8625,normal,normal
1892,0.95,0.9625,normal,normal
1893,0.62,0.925,fat,fat
1894,0.815,0.5125,thin,thin
1895,0.745,0.6375,normal,normal
1896,1.0,0.6875,thin,thin
1897,0.62,0.5625,fat,fat
1898,0.775,0.9625,fat,fat
1899,0.815,0.8875,fat,fat
1900,0.85,0.525,thin,thin
1901,0.635,0.875,fat,fat
1902,0.95,0.8875,normal,normal
1903,0.92,0.575,thin,thin
1904,0.98,0.725,thin,thin
1905,1.0,0.825,thin,thin
1906,0.69,0.4625,normal,normal
1907,0.73,0.9,fat,fat
1908,0.845,0.7,normal,normal
1909,0.885,0.6375,thin,thin
1910,0.87,1.0,fat,fat
1911,0.675,0.4875,normal,normal
1912,0.89,0.7,thin,thin
1913,0.755,0.575,normal,normal
1914,0.825,0.725,normal,normal
1915,0.635,0.7,fat,fat
1916,0.825,0.675,normal,normal
1917,0.915,0.6375,thin,thin
1918,0.915,0.525,thin,thin
1919,1.0,0.9125,thin,normal
1920,0.945,0.5625,thin,thin
1921,0.845,0.7625,normal,normal
1922,0.865,0.9,normal,normal
1923,0.745,0.8125,fat,fat
1924,0.735,0.7125,fat,fat
1925,0.795,0.7875,normal,normal
1926,0.95,0.7625,thin,thin
1927,0.86,0.95,fat,fat
1928,0.74,0.8125,fat,fat
1929,0.77,0.675,normal,normal
1930,0.74,0.8875,fat,fat
1931,0.74,0.8,fat,fat
1932,0.61,0.7625,fat,fat
1933,0.985,0.5,thin,thin
1934,0.945,0.8125,thin,thin
1935,0.6,0.525,fat,fat
1936,0.89,0.7125,thin,thin
1937,0.64,0.5375,fat,fat
1938,0.62,0.8,fat,fat
1939,0.71,0.5625,normal,normal
1940,0.91,0.8,normal,normal
1941,0.865,0.925,normal,normal
1942,0.96,0.9625,normal,normal
1943,0.885,0.9125,normal,normal
1944,0.69,0.65,fat,fat
1945,0.835,0.7375,normal,normal
1946,0.825,0.675,normal,normal
1947,0.775,1.0,fat,fat
1948,0.905,0.575,thin,thin
1949,0.85,0.9,normal,normal
1950,0.69,0.825,fat,fat
1951,0.69,0.85,fat,fat
1952,0.765,0.9375,fat,fat
1953,0.93,0.75,thin,thin
1954,0.915,0.95,normal,normal
1955,0.95,0.9375,normal,normal
1956,0.76,0.4875,thin,thin
1957,0.855,0.5625,thin,thin
1958,0.985,0.8625,thin,thin
1959,0.705,0.525,normal,normal
1960,0.77,0.6625,normal,normal
1961,0.96,0.5875,thin,thin
1962,0.775,1.0,fat,fat
1963,0.795,0.475,thin,thin
1964,0.855,0.625,thin,thin
1965,0.82,0.9625,fat,fat
1966,0.785,0.975,fat,fat
1967,0.815,0.475,thin,thin
1968,0.83,0.9375,fat,fat
1969,0.95,0.55,thin,thin
1970,0.875,0.8,normal,normal
1971,0.845,0.6,thin,thin
1972,0.6,0.725,fat,fat
1973,0.84,0.625,thin,thin
1974,0.835,0.625,thin,thin
1975,0.965,0.475,thin,thin
1976,0.84,0.4875,thin,thin
1977,0.815,0.7125,normal,normal
1978,0.8,0.825,fat,fat
1979,0.92,0.45,thin,thin
1980,0.68,0.525,normal,normal
1981,0.9,0.8625,normal,normal
1982,0.805,0.4625,thin,thin
1983,0.935,0.6875,thin,thin
1984,0.89,0.825,normal,normal
1985,0.745,0.5125,thin,thin
1986,0.925,0.8875,normal,normal
1987,0.985,0.575,thin,thin
1988,0.75,0.725,fat,fat
1989,0.795,0.6125,normal,normal
1990,0.895,0.575,thin,thin
1991,0.97,0.4625,thin,thin
1992,0.725,0.8625,fat,fat
1993,0.75,0.95,fat,fat
1994,0.64,0.8,fat,fat
1995,0.735,0.95,fat,fat
1996,0.69,0.8125,fat,fat
1997,0.705,0.7625,fat,fat
1998,0.685,0.8,fat,fat
1999,0.87,0.625,thin,thin
2000,0.705,0.7,fat,fat
2001,0.655,0.8125,fat,fat
2002,0.61,0.5625,fat,fat
2003,0.635,0.7625,fat,fat
2004,0.8,0.85,fat,fat
2005,0.825,0.45,thin,thin
2006,0.685,0.6,fat,fat
2007,0.88,1.0,fat,fat
2008,0.8,0.7125,normal,normal
2009,0.74,0.85,fat,fat
2010,0.66,0.7625,fat,fat
2011,0.965,0.6375,thin,thin
2012,0.95,0.75,thin,thin
2013,0.88,0.625,thin,thin
2014,0.64,0.8875,fat,fat
2015,0.855,0.9125,normal,normal
2016,0.755,0.625,normal,normal
2017,0.635,0.5125,fat,fat
2018,0.78,0.475,thin,thin
2019,0.835,0.4875,thin,thin
2020,0.74,0.45,thin,thin
2021,0.99,0.575,thin,thin
2022,0.63,0.825,fat,fat
2023,0.825,0.6875,normal,normal
2024,0.885,0.6625,thin,thin
2025,0.695,0.8375,fat,fat
2026,0.89,0.9625,normal,normal
2027,0.67,0.4625,normal,normal
2028,0.61,0.6375,fat,fat
2029,0.605,0.5,fat,fat
2030,0.735,0.8125,fat,fat
2031,0.725,0.575,normal,normal
2032,0.815,0.9875,fat,fat
2033,0.79,0.725,normal,normal
2034,0.775,0.4625,thin,thin
2035,0.81,0.9625,fat,fat
2036,0.715,0.475,normal,normal
2037,0.925,0.7125,thin,thin
2038,0.72,0.9375,fat,fat
2039,0.695,0.9875,fat,fat
2040,0.9,0.6125,thin,thin
2041,0.96,0.95,normal,normal
2042,0.975,0.5375,thin,thin
2043,0.66,0.4875,normal,normal
2044,0.955,0.95,normal,normal
2045,0.765,0.6375,normal,normal
2046,0.6,0.6125,fat,fat
2047,0.905,0.7125,thin,thin
2048,0.765,0.5625,normal,normal
2049,0.65,0.5375,fat,fat
2050,0.96,0.8625,normal,normal
2051,0.76,0.725,fat,fat
2052,0.63,0.775,fat,fat
2053,0.925,0.4625,thin,thin
2054,0.935,0.7125,thin,thin
2055,0.925,0.675,thin,thin
2056,0.905,0.8875,normal,normal
2057,0.765,0.675,normal,normal
2058,0.96,0.6375,thin,thin
2059,1.0,0.75,thin,thin
2060,0.6,0.625,fat,fat
2061,1.0,0.9,thin,normal
2062,0.995,0.7875,thin,thin
2063,0.895,0.575,thin,thin
2064,0.875,0.9625,fat,fat
2065,0.99,0.825,thin,thin
2066,0.945,0.875,normal,normal
2067,0.78,0.5,thin,thin
2068,0.79,0.6,normal,normal
2069,0.735,0.5625,normal,normal
2070,0.84,0.5125,thin,thin
2071,0.885,0.975,normal,normal
2072,0.97,0.575,thin,thin
2073,0.8,0.4625,thin,thin
2074,0.605,0.475,fat,fat
2075,0.745,0.575,normal,normal
2076,0.92,0.9125,normal,normal
2077,0.685,0.95,fat,fat
2078,0.74,0.75,fat,fat
2079,0.765,0.825,fat,fat
2080,0.895,0.5,thin,thin
2081,0.94,0.6375,thin,thin
2082,0.645,0.6125,fat,fat
2083,0.68,0.5625,normal,normal
2084,0.765,0.8625,fat,fat
2085,0.62,0.475,normal,normal
2086,0.85,0.9375,fat,fat
2087,0.73,0.8375,fat,fat
2088,0.82,0.85,fat,fat
2089,0.98,0.5875,thin,thin
2090,0.835,0.575,thin,thin
2091,0.705,0.4625,normal,normal
2092,0.75,0.9125,fat,fat
2093,0.92,0.8125,normal,normal
2094,0.92,0.575,thin,thin
2095,0.76,0.4375,thin,thin
2096,0.74,0.6125,normal,normal
2097,0.795,0.6625,normal,normal
2098,0.655,0.5625,fat,fat
2099,0.74,0.9625,fat,fat
2100,0.72,0.8625,fat,fat
2101,0.69,0.7125,fat,fat
2102,0.985,0.9375,normal,normal
2103,0.835,0.525,thin,thin
2104,0.79,0.5875,normal,normal
2105,0.89,0.7,thin,thin
2106,0.795,0.8875,fat,fat
2107,0.675,0.6,fat,fat
2108,0.945,0.75,thin,thin
2109,0.795,0.925,fat,fat
2110,0.665,0.6125,fat,fat
2111,0.985,0.6875,thin,thin
2112,0.64,0.875,fat,fat
2113,0.87,0.9125,normal,normal
2114,0.86,0.4375,thin,thin
2115,0.745,0.5125,thin,thin
2116,0.915,0.4875,thin,thin
2117,0.635,0.9125,fat,fat
2118,0.685,0.675,fat,fat
2119,0.85,0.7375,normal,normal
2120,0.775,0.75,normal,fat
2121,0.73,0.55,normal,normal
2122,0.67,0.9,fat,fat
2123,0.78,0.6125,normal,normal
2124,0.985,0.675,thin,thin
2125,0.765,0.475,thin,thin
2126,0.8,0.95,fat,fat
2127,0.86,0.7625,normal,normal
2128,0.885,0.7125,thin,thin
2129,0.815,0.7375,normal,normal
2130,0.99,0.875,thin,thin
2131,0.855,0.7,normal,normal
2132,0.705,1.0,fat,fat
2133,0.985,0.6,thin,thin
2134,0.965,0.4375,thin,thin
2135,0.82,0.95,fat,fat
2136,0.97,0.8,thin,thin
2137,0.835,0.525,thin,thin
2138,0.995,0.8125,thin,thin
2139,0.81,0.5375,thin,thin
2140,0.815,0.7,normal,normal
2141,0.91,0.6375,thin,thin
2142,0.8,0.6375,normal,normal
2143,0.8,0.7625,normal,normal
2144,0.83,0.8,normal,normal
2145,0.725,0.6875,fat,fat
2146,0.72,0.85,fat,fat
2147,0.8,0.8,normal,fat
2148,0.725,0.675,fat,fat
2149,0.8,0.75,normal,normal
2150,0.91,0.7375,thin,thin
2151,0.775,0.7625,fat,fat
2152,0.995,1.0,normal,normal
2153,0.83,0.6875,normal,normal
2154,0.635,0.5625,fat,fat
2155,0.835,0.8125,normal,normal
2156,0.675,0.4625,normal,normal
2157,0.955,0.975,normal,normal
2158,0.615,0.825,fat,fat
2159,0.87,0.8875,normal,normal
2160,0.62,0.825,fat,fat
2161,0.875,0.6,thin,thin
2162,0.705,0.4625,normal,normal
2163,0.715,0.525,normal,normal
2164,0.68,0.625,fat,fat
2165,0.895,0.95,normal,normal
2166,0.965,0.525,thin,thin
2167,0.815,0.4875,thin,thin
2168,0.955,1.0,normal,normal
2169,0.975,0.55,thin,thin
2170,0.87,0.525,thin,thin
2171,0.895,0.8375,normal,normal
2172,0.85,0.575,thin,thin
2173,0.79,0.4875,thin,thin
2174,0.685,0.6,fat,fat
2175,0.955,0.55,thin,thin
2176,0.89,0.9125,normal,normal
2177,0.815,0.475,thin,thin
2178,0.685,0.6375,fat,fat
2179,0.915,0.5,thin,thin
2180,0.955,0.575,thin,thin
2181,0.905,0.7375,thin,thin
2182,0.63,0.4875,normal,normal
2183,0.74,0.5625,normal,normal
2184,0.63,0.7875,fat,fat
2185,0.89,0.65,thin,thin
2186,0.82,0.4625,thin,thin
2187,0.985,0.525,thin,thin
2188,0.79,0.95,fat,fat
2189,0.655,0.8375,fat,fat
2190,0.885,0.625,thin,thin
2191,0.87,0.875,normal,normal
2192,0.605,0.9625,fat,fat
2193,0.925,0.7125,thin,thin
2194,0.82,0.8125,normal,normal
2195,0.735,0.875,fat,fat
2196,0.695,0.775,fat,fat
2197,0.99,0.9,thin,normal
2198,0.95,0.5625,thin,thin
2199,0.67,0.9,fat,fat
2200,0.955,0.8875,normal,normal
2201,0.67,0.675,fat,fat
2202,0.775,0.6125,normal,normal
2203,0.86,0.775,normal,normal
2204,0.69,0.75,fat,fat
2205,0.875,0.55,thin,thin
2206,0.845,0.825,normal,normal
2207,0.885,0.825,normal,normal
2208,0.7,0.55,normal,normal
2209,0.845,0.8,normal,normal
2210,0.85,1.0,fat,fat
2211,0.7,0.65,fat,fat
2212,0.655,0.95,fat,fat
2213,1.0,0.5875,thin,thin
2214,0.8,0.5875,thin,thin
2215,0.68,0.9375,fat,fat
2216,0.76,0.75,fat,fat
2217,0.98,0.4625,thin,thin
2218,0.725,0.5125,normal,normal
2219,0.88,0.4875,thin,thin
2220,0.665,0.7,fat,fat
2221,0.95,0.65,thin,thin
2222,0.82,0.6375,normal,normal
2223,0.805,0.9375,fat,fat
2224,0.81,0.9625,fat,fat
2225,0.735,0.5625,normal,normal
2226,0.745,0.5375,normal,normal
2227,0.72,0.75,fat,fat
2228,0.745,0.9,fat,fat
2229,1.0,0.475,thin,thin
2230,0.61,0.55,fat,fat
2231,0.91,0.8,normal,normal
2232,0.845,1.0,fat,fat
2233,0.665,0.6125,fat,fat
2234,0.65,0.8125,fat,fat
2235,0.835,0.9375,fat,fat
2236,0.955,0.875,normal,normal
2237,0.675,0.5875,fat,fat
2238,0.85,0.675,normal,normal
2239,1.0,0.925,normal,normal
2240,0.715,0.75,fat,fat
2241,0.8,0.75,normal,normal
2242,0.995,0.5875,thin,thin
2243,0.775,0.9875,fat,fat
2244,0.97,0.5125,thin,thin
2245,0.985,0.525,thin,thin
2246,0.72,0.5,normal,normal
2247,0.845,0.5125,thin,thin
2248,0.63,0.7,fat,fat
2249,0.77,0.8625,fat,fat
2250,0.91,0.6125,thin,thin
2251,0.805,0.4375,thin,thin
2252,0.745,0.5125,thin,thin
2253,0.74,0.45,thin,thin
2254,0.785,0.775,fat,fat
2255,0.93,0.4375,thin,thin
2256,0.965,0.8375,thin,thin
2257,0.74,0.775,fat,fat
2258,0.835,0.5,thin,thin
2259,0.84,0.55,thin,thin
2260,0.67,0.55,normal,normal
2261,0.98,0.8625,thin,thin
2262,0.655,0.5375,fat,normal
2263,0.94,0.4375,thin,thin
2264,0.71,0.95,fat,fat
2265,0.985,0.55,thin,thin
2266,0.915,0.5125,thin,thin
2267,0.905,0.8375,normal,normal
2268,0.61,0.8625,fat,fat
2269,0.795,0.75,normal,normal
2270,0.805,0.4375,thin,thin
2271,0.845,0.8625,normal,normal
2272,0.98,0.55,thin,thin
2273,0.955,0.575,thin,thin
2274,0.785,0.9875,fat,fat
2275,0.805,0.6,normal,thin
2276,0.655,0.725,fat,fat
2277,0.98,0.7625,thin,thin
2278,0.6,0.8125,fat,fat
2279,0.935,0.775,thin,thin
2280,0.815,0.8625,fat,fat
2281,0.95,0.65,thin,thin
2282,0.62,0.675,fat,fat
2283,0.8,0.475,thin,thin
2284,0.675,0.9125,fat,fat
2285,0.815,0.5125,thin,thin
2286,0.87,0.6625,thin,thin
2287,0.78,0.875,fat,fat
2288,0.735,0.525,normal,normal
2289,0.73,0.5,normal,normal
2290,0.61,0.9,fat,fat
2291,0.755,0.8375,fat,fat
2292,0.97,0.7375,thin,thin
2293,0.765,0.8125,fat,fat
2294,1.0,0.55,thin,thin
2295,0.615,1.0,fat,fat
2296,0.82,0.9875,fat,fat
2297,0.805,0.525,thin,thin
2298,0.69,0.9625,fat,fat
2299,0.885,0.925,normal,normal
2300,0.835,0.9625,fat,fat
2301,0.955,0.5375,thin,thin
2302,0.865,0.925,normal,normal
2303,0.98,0.9375,normal,normal
2304,0.91,0.7125,thin,thin
2305,0.935,0.75,thin,thin
2306,0.97,0.9875,normal,normal
2307,0.83,0.875,fat,fat
2308,0.815,0.5375,thin,thin
2309,0.67,0.85,fat,fat
2310,0.65,0.95,fat,fat
2311,0.69,0.4625,normal,normal
2312,0.975,0.8875,normal,normal
2313,0.875,0.5875,thin,thin
2314,0.64,0.5875,fat,fat
2315,0.66,0.5,normal,normal
2316,0.775,0.5,thin,thin
2317,0.99,0.6375,thin,thin
2318,0.79,0.8875,fat,fat
2319,0.77,0.525,thin,thin
2320,0.84,0.7375,normal,normal
2321,0.68,0.625,fat,fat
2322,0.64,0.5375,fat,fat
2323,0.71,0.5625,normal,normal
2324,0.695,0.8875,fat,fat
2325,0.665,0.725,fat,fat
2326,0.735,0.6375,normal,normal
2327,0.605,0.9,fat,fat
2328,0.785,0.5625,thin,thin
2329,0.625,0.5125,fat,fat
2330,0.66,0.7875,fat,fat
2331,0.69,0.4375,thin,normal
2332,0.95,0.8375,normal,normal
2333,0.935,0.825,normal,normal
2334,0.945,0.5375,thin,thin
2335,0.775,1.0,fat,fat
2336,0.82,0.5,thin,thin
2337,0.955,0.45,thin,thin
2338,0.915,0.525,thin,thin
2339,0.62,0.5125,fat,fat
2340,0.76,1.0,fat,fat
2341,0.91,0.4375,thin,thin
2342,0.66,0.9625,fat,fat
2343,0.98,0.5125,thin,thin
2344,0.94,0.8125,thin,normal
2345,0.925,0.775,thin,thin
2346,0.66,0.95,fat,fat
2347,0.895,0.85,normal,normal
2348,0.645,0.7375,fat,fat
2349,0.825,0.5625,thin,thin
2350,0.64,0.775,fat,fat
2351,0.975,0.7875,thin,thin
2352,0.655,0.6,fat,fat
2353,0.99,0.6125,thin,thin
2354,0.685,0.85,fat,fat
2355,0.79,0.5125,thin,thin
2356,0.84,0.6375,thin,thin
2357,0.94,0.65,thin,thin
2358,0.775,0.7,normal,normal
2359,0.725,0.7,fat,fat
2360,0.705,0.9625,fat,fat
2361,0.605,0.65,fat,fat
2362,0.79,0.65,normal,normal
2363,0.73,0.625,normal,normal
2364,0.69,0.8,fat,fat
2365,0.725,0.525,normal,normal
2366,0.87,0.9875,fat,fat
2367,0.75,0.8125,fat,fat
2368,0.615,0.975,fat,fat
2369,0.6,0.6625,fat,fat
2370,0.7,0.475,normal,normal
2371,0.915,0.4625,thin,thin
2372,0.67,0.525,normal,normal
2373,0.625,0.8125,fat,fat
2374,0.625,0.525,fat,fat
2375,0.785,0.65,normal,normal
2376,0.94,0.675,thin,thin
2377,0.67,0.6,fat,fat
2378,0.955,0.8875,normal,normal
2379,0.735,0.7375,fat,fat
2380,0.775,0.7,normal,normal
2381,0.685,0.45,normal,normal
2382,0.62,0.9125,fat,fat
2383,0.735,0.6875,fat,fat
2384,0.62,0.7875,fat,fat
2385,0.75,0.775,fat,fat
2386,0.89,0.875,normal,normal
2387,0.965,0.9125,normal,normal
2388,0.795,0.625,normal,normal
2389,0.735,0.7375,fat,fat
2390,0.9,0.625,thin,thin
2391,0.82,0.575,thin,thin
2392,0.89,0.7625,normal,normal
2393,0.835,0.95,fat,fat
2394,0.845,0.8125,normal,normal
2395,0.85,0.4875,thin,thin
2396,0.895,0.75,normal,normal
2397,0.915,0.7,thin,thin
2398,0.655,0.5125,normal,normal
2399,0.79,0.725,normal,normal
2400,0.8,0.6125,normal,normal
2401,0.8,0.65,normal,normal
2402,0.96,0.9125,normal,normal
2403,0.645,0.6,fat,fat
2404,0.83,0.775,normal,normal
2405,0.64,0.5,normal,normal
2406,0.74,0.5,thin,thin
2407,0.96,0.8125,thin,thin
2408,0.79,0.7,normal,normal
2409,0.715,0.7125,fat,fat
2410,0.91,0.875,normal,normal
2411,0.6,0.6,fat,fat
2412,0.81,0.575,thin,thin
2413,0.875,0.775,normal,normal
2414,0.955,0.95,normal,normal
2415,0.77,0.65,normal,normal
2416,0.875,0.4875,thin,thin
2417,0.92,0.5125,thin,thin
2418,0.68,0.7875,fat,fat
2419,0.72,0.55,normal,normal
2420,0.715,0.625,normal,normal
2421,0.825,0.95,fat,fat
2422,0.675,1.0,fat,fat
2423,0.955,0.7,thin,thin
2424,0.735,0.7375,fat,fat
2425,0.9,0.825,normal,normal
2426,0.68,0.675,fat,fat
2427,0.835,0.6375,thin,thin
2428,0.9,0.575,thin,thin
2429,0.625,0.675,fat,fat
2430,0.975,0.475,thin,thin
2431,0.655,0.525,normal,normal
2432,0.65,0.9,fat,fat
2433,0.955,0.975,normal,normal
2434,0.66,0.4375,normal,normal
2435,0.81,0.45,thin,thin
2436,0.685,0.5625,normal,normal
2437,0.875,0.8875,normal,normal
2438,0.675,0.8375,fat,fat
2439,0.705,0.925,fat,fat
2440,0.91,0.975,normal,normal
2441,0.695,0.7875,fat,fat
2442,0.805,0.975,fat,fat
2443,0.7,0.45,thin,normal
2444,0.685,0.8625,fat,fat
2445,0.815,0.85,fat,fat
2446,0.765,0.8375,fat,fat
2447,0.865,0.9625,fat,fat
2448,0.78,0.6875,normal,normal
2449,0.655,0.7125,fat,fat
2450,0.855,0.525,thin,thin
2451,0.88,0.5125,thin,thin
2452,0.96,0.7625,thin,thin
2453,0.84,0.6375,thin,thin
